AC * OC ; OOCN

AC * OD ; OOEB

AC * OE ; OOSE

AC * OS ; OOGH

AC * OG ; OONA

AC * OH ; OAOD

AC * ON ; OAAG

AC * AO ; OACO

AC * AA ; OADC

AC * AB ; OAES

AC * AC ; OASN

AC * AD ; OAHB

AC * AE ; OANE

AC * AS ; OBOH

AC * AG ; OBBA

AC * AH ; OBCD

AC * AN ; OBDG

AC * BO ; OBSO

AC * BA ; OBGC

AC * BB ; OBHS

AC * BC ; OBNN

AC * BD ; OCAB

AC * BE ; OCBE

AC * BS ; OCCH

AC * BG ; OCEA

AC * BH ; OCSD

AC * BN ; OCGG

AC * CO ; OCNO

AC * CA ; ODOC

AC * CB ; ODAS

AC * CC ; ODBN

AC * CD ; ODDB

AC * CE ; ODEE

AC * CS ; ODSH

AC * CG ; ODHA

AC * CH ; ODND

AC * CN ; OEOG

AC * DO ; OEBO

AC * DA ; OECC

AC * DB ; OEDS

AC * DC ; OEEN

AC * DD ; OEGB

AC * DE ; OEHE

AC * DS ; OENH

AC * DG ; OSAA

AC * DH ; OSBD

AC * DN ; OSCG

AC * EO ; OSEO

AC * EA ; OSSC

AC * EB ; OSGS

AC * EC ; OSHN

AC * ED ; OGOB

AC * EE ; OGAE

AC * ES ; OGBH

AC * EG ; OGDA

AC * EH ; OGED

AC * EN ; OGSG

AC * SO ; OGHO

AC * SA ; OGNC

AC * SB ; OHOS

AC * SC ; OHAN

AC * SD ; OHCB

AC * SE ; OHDE

AC * SS ; OHEH

AC * SG ; OHGA

AC * SH ; OHHD

AC * SN ; OHNG

AC * GO ; ONAO

AC * GA ; ONBC

AC * GB ; ONCS

AC * GC ; ONDN

AC * GD ; ONSB

AC * GE ; ONGE

AC * GS ; ONHH

AC * GG ; AOOA

AC * GH ; AOAD

AC * GN ; AOBG

AC * HO ; AODO

AC * HA ; AOEC

AC * HB ; AOSS

AC * HC ; AOGN

AC * HD ; AONB

AC * HE ; AAOE

AC * HS ; AAAH

AC * HG ; AACA

AC * HH ; AADD

AC * HN ; AAEG

AC * NO ; AAGO

AC * NA ; AAHC

AC * NB ; AANS

AC * NC ; ABON

AC * ND ; ABBB

AC * NE ; ABCE

AC * NS ; ABDH

AC * NG ; ABSA

AC * NH ; ABGD

AD * OA ; OOAD

AD * OB ; OOBH

AD * OC ; OODB

AD * OD ; OOES

AD * OE ; OOGO

AD * OS ; OOHD

AD * OG ; OONH

AD * OH ; OAAB

AD * ON ; OABS

AD * AO ; OADO

AD * AA ; OAED

AD * AB ; OASH

AD * AC ; OAHB

AD * AD ; OANS

AD * AE ; OBAO

AD * AS ; OBBD

AD * AG ; OBCH

AD * AH ; OBEB

AD * AN ; OBSS

AD * BO ; OBHO

AD * BA ; OBND

AD * BB ; OCOH

AD * BC ; OCBB

AD * BD ; OCCS

AD * BE ; OCEO

AD * BS ; OCSD

AD * BG ; OCGH

AD * BH ; OCNB

AD * BN ; ODOS

AD * CO ; ODBO

AD * CA ; ODCD

AD * CB ; ODDH

AD * CC ; ODSB

AD * CD ; ODGS

AD * CE ; ODNO

AD * CS ; OEOD

AD * CG ; OEAH

AD * CH ; OECB

AD * CN ; OEDS

AD * DO ; OESO

AD * DA ; OEGD

AD * DB ; OEHH

AD * DC ; OSOB

AD * DD ; OSAS

AD * DE ; OSCO

AD * DS ; OSDD

AD * DG ; OSEH

AD * DH ; OSGB

AD * DN ; OSHS

AD * EO ; OGOO

AD * EA ; OGAD

AD * EB ; OGBH

AD * EC ; OGDB

AD * ED ; OGES

AD * EE ; OGGO

AD * ES ; OGHD

AD * EG ; OGNH

AD * EH ; OHAB

AD * EN ; OHBS

AD * SO ; OHDO

AD * SA ; OHED

AD * SB ; OHSH

AD * SC ; OHHB

AD * SD ; OHNS

AD * SE ; ONAO

AD * SS ; ONBD

AD * SG ; ONCH

AD * SH ; ONEB

AD * SN ; ONSS

AD * GO ; ONHO

AD * GA ; ONND

AD * GB ; AOOH

AD * GC ; AOBB

AD * GD ; AOCS

AD * GE ; AOEO

AD * GS ; AOSD

AD * GG ; AOGH

AD * GH ; AONB

AD * GN ; AAOS

AD * HO ; AABO

AD * HA ; AACD

AD * HB ; AADH

AD * HC ; AASB

AD * HD ; AAGS

AD * HE ; AANO

AD * HS ; ABOD

AD * HG ; ABAH

AD * HH ; ABCB

AD * HN ; ABDS

AD * NO ; ABSO

AD * NA ; ABGD

AD * NB ; ABHH

AD * NC ; ACOB

AD * ND ; ACAS

AD * NE ; ACCO

AD * NS ; ACDD

AD * NG ; ACEH

AD * NH ; ACGB

AE * OA ; OOAE

AE * OB ; OOCO

AE * OC ; OODE

AE * OD ; OOSO

AE * OE ; OOGE

AE * OS ; OONO

AE * OG ; OAOE

AE * OH ; OABO

AE * ON ; OACE

AE * AO ; OAEO

AE * AA ; OASE

AE * AB ; OAHO

AE * AC ; OANE

AE * AD ; OBAO

AE * AE ; OBBE

AE * AS ; OBDO

AE * AG ; OBEE

AE * AH ; OBGO

AE * AN ; OBHE

AE * BO ; OCOO

AE * BA ; OCAE

AE * BB ; OCCO

AE * BC ; OCDE

AE * BD ; OCSO

AE * BE ; OCGE

AE * BS ; OCNO

AE * BG ; ODOE

AE * BH ; ODBO

AE * BN ; ODCE

AE * CO ; ODEO

AE * CA ; ODSE

AE * CB ; ODHO

AE * CC ; ODNE

AE * CD ; OEAO

AE * CE ; OEBE

AE * CS ; OEDO

AE * CG ; OEEE

AE * CH ; OEGO

AE * CN ; OEHE

AE * DO ; OSOO

AE * DA ; OSAE

AE * DB ; OSCO

AE * DC ; OSDE

AE * DD ; OSSO

AE * DE ; OSGE

AE * DS ; OSNO

AE * DG ; OGOE

AE * DH ; OGBO

AE * DN ; OGCE

AE * EO ; OGEO

AE * EA ; OGSE

AE * EB ; OGHO

AE * EC ; OGNE

AE * ED ; OHAO

AE * EE ; OHBE

AE * ES ; OHDO

AE * EG ; OHEE

AE * EH ; OHGO

AE * EN ; OHHE

AE * SO ; ONOO

AE * SA ; ONAE

AE * SB ; ONCO

AE * SC ; ONDE

AE * SD ; ONSO

AE * SE ; ONGE

AE * SS ; ONNO

AE * SG ; AOOE

AE * SH ; AOBO

AE * SN ; AOCE

AE * GO ; AOEO

AE * GA ; AOSE

AE * GB ; AOHO

AE * GC ; AONE

AE * GD ; AAAO

AE * GE ; AABE

AE * GS ; AADO

AE * GG ; AAEE

AE * GH ; AAGO

AE * GN ; AAHE

AE * HO ; ABOO

AE * HA ; ABAE

AE * HB ; ABCO

AE * HC ; ABDE

AE * HD ; ABSO

AE * HE ; ABGE

AE * HS ; ABNO

AE * HG ; ACOE

AE * HH ; ACBO

AE * HN ; ACCE

AE * NO ; ACEO

AE * NA ; ACSE

AE * NB ; ACHO

AE * NC ; ACNE

AE * ND ; ADAO

AE * NE ; ADBE

AE * NS ; ADDO

AE * NG ; ADEE

AE * NH ; ADGO

AS * OA ; OOAS

AS * OB ; OOCB

AS * OC ; OODH

AS * OD ; OOSD

AS * OE ; OOHO

AS * OS ; OONS

AS * OG ; OAAB

AS * OH ; OABH

AS * ON ; OADD

AS * AO ; OASO

AS * AA ; OAGS

AS * AB ; OANB

AS * AC ; OBOH

AS * AD ; OBBD

AS * AE ; OBDO

AS * AS ; OBES

AS * AG ; OBGB

AS * AH ; OBHH

AS * AN ; OCOD

AS * BO ; OCBO

AS * BA ; OCCS

AS * BB ; OCEB

AS * BC ; OCSH

AS * BD ; OCHD

AS * BE ; ODOO

AS * BS ; ODAS

AS * BG ; ODCB

AS * BH ; ODDH

AS * BN ; ODSD

AS * CO ; ODHO

AS * CA ; ODNS

AS * CB ; OEAB

AS * CC ; OEBH

AS * CD ; OEDD

AS * CE ; OESO

AS * CS ; OEGS

AS * CG ; OENB

AS * CH ; OSOH

AS * CN ; OSBD

AS * DO ; OSDO

AS * DA ; OSES

AS * DB ; OSGB

AS * DC ; OSHH

AS * DD ; OGOD

AS * DE ; OGBO

AS * DS ; OGCS

AS * DG ; OGEB

AS * DH ; OGSH

AS * DN ; OGHD

AS * EO ; OHOO

AS * EA ; OHAS

AS * EB ; OHCB

AS * EC ; OHDH

AS * ED ; OHSD

AS * EE ; OHHO

AS * ES ; OHNS

AS * EG ; ONAB

AS * EH ; ONBH

AS * EN ; ONDD

AS * SO ; ONSO

AS * SA ; ONGS

AS * SB ; ONNB

AS * SC ; AOOH

AS * SD ; AOBD

AS * SE ; AODO

AS * SS ; AOES

AS * SG ; AOGB

AS * SH ; AOHH

AS * SN ; AAOD

AS * GO ; AABO

AS * GA ; AACS

AS * GB ; AAEB

AS * GC ; AASH

AS * GD ; AAHD

AS * GE ; ABOO

AS * GS ; ABAS

AS * GG ; ABCB

AS * GH ; ABDH

AS * GN ; ABSD

AS * HO ; ABHO

AS * HA ; ABNS

AS * HB ; ACAB

AS * HC ; ACBH

AS * HD ; ACDD

AS * HE ; ACSO

AS * HS ; ACGS

AS * HG ; ACNB

AS * HH ; ADOH

AS * HN ; ADBD

AS * NO ; ADDO

AS * NA ; ADES

AS * NB ; ADGB

AS * NC ; ADHH

AS * ND ; AEOD

AS * NE ; AEBO

AS * NS ; AECS

AS * NG ; AEEB

AS * NH ; AESH

AG * OA ; OOAG

AG * OB ; OOCD

AG * OC ; OOEA

AG * OD ; OOSH

AG * OE ; OOHE

AG * OS ; OAOB

AG * OG ; OAAN

AG * OH ; OACS

AG * ON ; OAEC

AG * AO ; OAGO

AG * AA ; OAHG

AG * AB ; OBOD

AG * AC ; OBBA

AG * AD ; OBCH

AG * AE ; OBEE

AG * AS ; OBGB

AG * AG ; OBHN

AG * AH ; OCOS

AG * AN ; OCBC

AG * BO ; OCDO

AG * BA ; OCEG

AG * BB ; OCGD

AG * BC ; OCNA

AG * BD ; ODOH

AG * BE ; ODBE

AG * BS ; ODDB

AG * BG ; ODEN

AG * BH ; ODGS

AG * BN ; ODNC

AG * CO ; OEAO

AG * CA ; OEBG

AG * CB ; OEDD

AG * CC ; OESA

AG * CD ; OEGH

AG * CE ; OENE

AG * CS ; OSAB

AG * CG ; OSBN

AG * CH ; OSDS

AG * CN ; OSSC

AG * DO ; OSHO

AG * DA ; OSNG

AG * DB ; OGAD

AG * DC ; OGCA

AG * DD ; OGDH

AG * DE ; OGSE

AG * DS ; OGHB

AG * DG ; OGNN

AG * DH ; OHAS

AG * DN ; OHCC

AG * EO ; OHEO

AG * EA ; OHSG

AG * EB ; OHHD

AG * EC ; ONOA

AG * ED ; ONAH

AG * EE ; ONCE

AG * ES ; ONEB

AG * EG ; ONSN

AG * EH ; ONHS

AG * EN ; AOOC

AG * SO ; AOBO

AG * SA ; AOCG

AG * SB ; AOED

AG * SC ; AOGA

AG * SD ; AOHH

AG * SE ; AAOE

AG * SS ; AABB

AG * SG ; AACN

AG * SH ; AAES

AG * SN ; AAGC

AG * GO ; AANO

AG * GA ; ABOG

AG * GB ; ABBD

AG * GC ; ABDA

AG * GD ; ABEH

AG * GE ; ABGE

AG * GS ; ABNB

AG * GG ; ACON

AG * GH ; ACBS

AG * GN ; ACDC

AG * HO ; ACSO

AG * HA ; ACGG

AG * HB ; ACND

AG * HC ; ADAA

AG * HD ; ADBH

AG * HE ; ADDE

AG * HS ; ADSB

AG * HG ; ADGN

AG * HH ; ADNS

AG * HN ; AEAC

AG * NO ; AECO

AG * NA ; AEDG

AG * NB ; AESD

AG * NC ; AEHA

AG * ND ; AENH

AG * NE ; ASAE

AG * NS ; ASCB

AG * NG ; ASDN

AG * NH ; ASSS

AH * OA ; OOAH

AH * OB ; OOCS

AH * OC ; OOED

AH * OD ; OOGB

AH * OE ; OONO

AH * OS ; OAOH

AH * OG ; OABS

AH * OH ; OADD

AH * ON ; OASB

AH * AO ; OAHO

AH * AA ; OANH

AH * AB ; OBAS

AH * AC ; OBCD

AH * AD ; OBEB

AH * AE ; OBGO

AH * AS ; OBHH

AH * AG ; OCOS

AH * AH ; OCBD

AH * AN ; OCDB

AH * BO ; OCSO

AH * BA ; OCGH

AH * BB ; OCNS

AH * BC ; ODAD

AH * BD ; ODCB

AH * BE ; ODEO

AH * BS ; ODSH

AH * BG ; ODHS

AH * BH ; OEOD

AH * BN ; OEBB

AH * CO ; OEDO

AH * CA ; OEEH

AH * CB ; OEGS

AH * CC ; OEND

AH * CD ; OSAB

AH * CE ; OSCO

AH * CS ; OSDH

AH * CG ; OSSS

AH * CH ; OSHD

AH * CN ; OGOB

AH * DO ; OGBO

AH * DA ; OGCH

AH * DB ; OGES

AH * DC ; OGGD

AH * DD ; OGNB

AH * DE ; OHAO

AH * DS ; OHBH

AH * DG ; OHDS

AH * DH ; OHSD

AH * DN ; OHHB

AH * EO ; ONOO

AH * EA ; ONAH

AH * EB ; ONCS

AH * EC ; ONED

AH * ED ; ONGB

AH * EE ; ONNO

AH * ES ; AOOH

AH * EG ; AOBS

AH * EH ; AODD

AH * EN ; AOSB

AH * SO ; AOHO

AH * SA ; AONH

AH * SB ; AAAS

AH * SC ; AACD

AH * SD ; AAEB

AH * SE ; AAGO

AH * SS ; AAHH

AH * SG ; ABOS

AH * SH ; ABBD

AH * SN ; ABDB

AH * GO ; ABSO

AH * GA ; ABGH

AH * GB ; ABNS

AH * GC ; ACAD

AH * GD ; ACCB

AH * GE ; ACEO

AH * GS ; ACSH

AH * GG ; ACHS

AH * GH ; ADOD

AH * GN ; ADBB

AH * HO ; ADDO

AH * HA ; ADEH

AH * HB ; ADGS

AH * HC ; ADND

AH * HD ; AEAB

AH * HE ; AECO

AH * HS ; AEDH

AH * HG ; AESS

AH * HH ; AEHD

AH * HN ; ASOB

AH * NO ; ASBO

AH * NA ; ASCH

AH * NB ; ASES

AH * NC ; ASGD

AH * ND ; ASNB

AH * NE ; AGAO

AH * NS ; AGBH

AH * NG ; AGDS

AH * NH ; AGSD

AN * OA ; OOAN

AN * OB ; OOCH

AN * OC ; OOEG

AN * OD ; OOGS

AN * OE ; OONE

AN * OS ; OAAD

AN * OG ; OACC

AN * OH ; OAEB

AN * ON ; OAGA

AN * AO ; OANO

AN * AA ; OBON

AN * AB ; OBBH

AN * AC ; OBDG

AN * AD ; OBSS

AN * AE ; OBHE

AN * AS ; OCOD

AN * AG ; OCBC

AN * AH ; OCDB

AN * AN ; OCSA

AN * BO ; OCHO

AN * BA ; OCNN

AN * BB ; ODAH

AN * BC ; ODCG

AN * BD ; ODES

AN * BE ; ODGE

AN * BS ; ODND

AN * BG ; OEAC

AN * BH ; OECB

AN * BN ; OEEA

AN * CO ; OEGO

AN * CA ; OEHN

AN * CB ; OSOH

AN * CC ; OSBG

AN * CD ; OSDS

AN * CE ; OSSE

AN * CS ; OSHD

AN * CG ; OGOC

AN * CH ; OGBB

AN * CN ; OGDA

AN * DO ; OGSO

AN * DA ; OGGN

AN * DB ; OGNH

AN * DC ; OHAG

AN * DD ; OHCS

AN * DE ; OHEE

AN * DS ; OHGD

AN * DG ; OHNC

AN * DH ; ONAB

AN * DN ; ONCA

AN * EO ; ONEO

AN * EA ; ONSN

AN * EB ; ONHH

AN * EC ; AOOG

AN * ED ; AOBS

AN * EE ; AODE

AN * ES ; AOSD

AN * EG ; AOHC

AN * EH ; AAOB

AN * EN ; AABA

AN * SO ; AADO

AN * SA ; AAEN

AN * SB ; AAGH

AN * SC ; AANG

AN * SD ; ABAS

AN * SE ; ABCE

AN * SS ; ABED

AN * SG ; ABGC

AN * SH ; ABNB

AN * SN ; ACAA

AN * GO ; ACCO

AN * GA ; ACDN

AN * GB ; ACSH

AN * GC ; ACHG

AN * GD ; ADOS

AN * GE ; ADBE

AN * GS ; ADDD

AN * GG ; ADSC

AN * GH ; ADHB

AN * GN ; AEOA

AN * HO ; AEBO

AN * HA ; AECN

AN * HB ; AEEH

AN * HC ; AEGG

AN * HD ; AENS

AN * HE ; ASAE

AN * HS ; ASCD

AN * HG ; ASEC

AN * HH ; ASGB

AN * HN ; ASNA

AN * NO ; AGAO

AN * NA ; AGBN

AN * NB ; AGDH

AN * NC ; AGSG

AN * ND ; AGHS

AN * NE ; AHOE

AN * NS ; AHBD

AN * NG ; AHDC

AN * NH ; AHSB

BO * OA ; OOBO

BO * OB ; OODO

BO * OC ; OOSO

BO * OD ; OOHO

BO * OE ; OAOO

BO * OS ; OABO

BO * OG ; OADO

BO * OH ; OASO

BO * ON ; OAHO

BO * AO ; OBOO

BO * AA ; OBBO

BO * AB ; OBDO

BO * AC ; OBSO

BO * AD ; OBHO

BO * AE ; OCOO

BO * AS ; OCBO

BO * AG ; OCDO

BO * AH ; OCSO

BO * AN ; OCHO

BO * BO ; ODOO

BO * BA ; ODBO

BO * BB ; ODDO

BO * BC ; ODSO

BO * BD ; ODHO

BO * BE ; OEOO

BO * BS ; OEBO

BO * BG ; OEDO

BO * BH ; OESO

BO * BN ; OEHO

BO * CO ; OSOO

BO * CA ; OSBO

BO * CB ; OSDO

BO * CC ; OSSO

BO * CD ; OSHO

BO * CE ; OGOO

BO * CS ; OGBO

BO * CG ; OGDO

BO * CH ; OGSO

BO * CN ; OGHO

BO * DO ; OHOO

BO * DA ; OHBO

BO * DB ; OHDO

BO * DC ; OHSO

BO * DD ; OHHO

BO * DE ; ONOO

BO * DS ; ONBO

BO * DG ; ONDO

BO * DH ; ONSO

BO * DN ; ONHO

BO * EO ; AOOO

BO * EA ; AOBO

BO * EB ; AODO

BO * EC ; AOSO

BO * ED ; AOHO

BO * EE ; AAOO

BO * ES ; AABO

BO * EG ; AADO

BO * EH ; AASO

BO * EN ; AAHO

BO * SO ; ABOO

BO * SA ; ABBO

BO * SB ; ABDO

BO * SC ; ABSO

BO * SD ; ABHO

BO * SE ; ACOO

BO * SS ; ACBO

BO * SG ; ACDO

BO * SH ; ACSO

BO * SN ; ACHO

BO * GO ; ADOO

BO * GA ; ADBO

BO * GB ; ADDO

BO * GC ; ADSO

BO * GD ; ADHO

BO * GE ; AEOO

BO * GS ; AEBO

BO * GG ; AEDO

BO * GH ; AESO

BO * GN ; AEHO

BO * HO ; ASOO

BO * HA ; ASBO

BO * HB ; ASDO

BO * HC ; ASSO

BO * HD ; ASHO

BO * HE ; AGOO

BO * HS ; AGBO

BO * HG ; AGDO

BO * HH ; AGSO

BO * HN ; AGHO

BO * NO ; AHOO

BO * NA ; AHBO

BO * NB ; AHDO

BO * NC ; AHSO

BO * ND ; AHHO

BO * NE ; ANOO

BO * NS ; ANBO

BO * NG ; ANDO

BO * NH ; ANSO

BA * OA ; OOBA

BA * OB ; OODB

BA * OC ; OOSC

BA * OD ; OOHD

BA * OE ; OAOE

BA * OS ; OABS

BA * OG ; OADG

BA * OH ; OASH

BA * ON ; OAHN

BA * AO ; OBAO

BA * AA ; OBCA

BA * AB ; OBEB

BA * AC ; OBGC

BA * AD ; OBND

BA * AE ; OCAE

BA * AS ; OCCS

BA * AG ; OCEG

BA * AH ; OCGH

BA * AN ; OCNN

BA * BO ; ODBO

BA * BA ; ODDA

BA * BB ; ODSB

BA * BC ; ODHC

BA * BD ; OEOD

BA * BE ; OEBE

BA * BS ; OEDS

BA * BG ; OESG

BA * BH ; OEHH

BA * BN ; OSON

BA * CO ; OSCO

BA * CA ; OSEA

BA * CB ; OSGB

BA * CC ; OSNC

BA * CD ; OGAD

BA * CE ; OGCE

BA * CS ; OGES

BA * CG ; OGGG

BA * CH ; OGNH

BA * CN ; OHAN

BA * DO ; OHDO

BA * DA ; OHSA

BA * DB ; OHHB

BA * DC ; ONOC

BA * DD ; ONBD

BA * DE ; ONDE

BA * DS ; ONSS

BA * DG ; ONHG

BA * DH ; AOOH

BA * DN ; AOBN

BA * EO ; AOEO

BA * EA ; AOGA

BA * EB ; AONB

BA * EC ; AAAC

BA * ED ; AACD

BA * EE ; AAEE

BA * ES ; AAGS

BA * EG ; AANG

BA * EH ; ABAH

BA * EN ; ABCN

BA * SO ; ABSO

BA * SA ; ABHA

BA * SB ; ACOB

BA * SC ; ACBC

BA * SD ; ACDD

BA * SE ; ACSE

BA * SS ; ACHS

BA * SG ; ADOG

BA * SH ; ADBH

BA * SN ; ADDN

BA * GO ; ADGO

BA * GA ; ADNA

BA * GB ; AEAB

BA * GC ; AECC

BA * GD ; AEED

BA * GE ; AEGE

BA * GS ; AENS

BA * GG ; ASAG

BA * GH ; ASCH

BA * GN ; ASEN

BA * HO ; ASHO

BA * HA ; AGOA

BA * HB ; AGBB

BA * HC ; AGDC

BA * HD ; AGSD

BA * HE ; AGHE

BA * HS ; AHOS

BA * HG ; AHBG

BA * HH ; AHDH

BA * HN ; AHSN

BA * NO ; AHNO

BA * NA ; ANAA

BA * NB ; ANCB

BA * NC ; ANEC

BA * ND ; ANGD

BA * NE ; ANNE

BA * NS ; BOAS

BA * NG ; BOCG

BA * NH ; BOEH

BB * OA ; OOBB

BB * OB ; OODD

BB * OC ; OOSS

BB * OD ; OOHH

BB * OE ; OAAO

BB * OS ; OACB

BB * OG ; OAED

BB * OH ; OAGS

BB * ON ; OANH

BB * AO ; OBBO

BB * AA ; OBDB

BB * AB ; OBSD

BB * AC ; OBHS

BB * AD ; OCOH

BB * AE ; OCCO

BB * AS ; OCEB

BB * AG ; OCGD

BB * AH ; OCNS

BB * AN ; ODAH

BB * BO ; ODDO

BB * BA ; ODSB

BB * BB ; ODHD

BB * BC ; OEOS

BB * BD ; OEBH

BB * BE ; OEEO

BB * BS ; OEGB

BB * BG ; OEND

BB * BH ; OSAS

BB * BN ; OSCH

BB * CO ; OSSO

BB * CA ; OSHB

BB * CB ; OGOD

BB * CC ; OGBS

BB * CD ; OGDH

BB * CE ; OGGO

BB * CS ; OGNB

BB * CG ; OHAD

BB * CH ; OHCS

BB * CN ; OHEH

BB * DO ; OHHO

BB * DA ; ONOB

BB * DB ; ONBD

BB * DC ; ONDS

BB * DD ; ONSH

BB * DE ; ONNO

BB * DS ; AOAB

BB * DG ; AOCD

BB * DH ; AOES

BB * DN ; AOGH

BB * EO ; AAOO

BB * EA ; AABB

BB * EB ; AADD

BB * EC ; AASS

BB * ED ; AAHH

BB * EE ; ABAO

BB * ES ; ABCB

BB * EG ; ABED

BB * EH ; ABGS

BB * EN ; ABNH

BB * SO ; ACBO

BB * SA ; ACDB

BB * SB ; ACSD

BB * SC ; ACHS

BB * SD ; ADOH

BB * SE ; ADCO

BB * SS ; ADEB

BB * SG ; ADGD

BB * SH ; ADNS

BB * SN ; AEAH

BB * GO ; AEDO

BB * GA ; AESB

BB * GB ; AEHD

BB * GC ; ASOS

BB * GD ; ASBH

BB * GE ; ASEO

BB * GS ; ASGB

BB * GG ; ASND

BB * GH ; AGAS

BB * GN ; AGCH

BB * HO ; AGSO

BB * HA ; AGHB

BB * HB ; AHOD

BB * HC ; AHBS

BB * HD ; AHDH

BB * HE ; AHGO

BB * HS ; AHNB

BB * HG ; ANAD

BB * HH ; ANCS

BB * HN ; ANEH

BB * NO ; ANHO

BB * NA ; BOOB

BB * NB ; BOBD

BB * NC ; BODS

BB * ND ; BOSH

BB * NE ; BONO

BB * NS ; BAAB

BB * NG ; BACD

BB * NH ; BAES

BC * OA ; OOBC

BC * OB ; OODS

BC * OC ; OOSN

BC * OD ; OONB

BC * OE ; OAAE

BC * OS ; OACH

BC * OG ; OASA

BC * OH ; OAHD

BC * ON ; OBOG

BC * AO ; OBCO

BC * AA ; OBEC

BC * AB ; OBGS

BC * AC ; OBNN

BC * AD ; OCBB

BC * AE ; OCDE

BC * AS ; OCSH

BC * AG ; OCNA

BC * AH ; ODAD

BC * AN ; ODCG

BC * BO ; ODSO

BC * BA ; ODHC

BC * BB ; OEOS

BC * BC ; OEBN

BC * BD ; OEEB

BC * BE ; OEGE

BC * BS ; OENH

BC * BG ; OSBA

BC * BH ; OSDD

BC * BN ; OSSG

BC * CO ; OSNO

BC * CA ; OGAC

BC * CB ; OGCS

BC * CC ; OGEN

BC * CD ; OGHB

BC * CE ; OHOE

BC * CS ; OHBH

BC * CG ; OHEA

BC * CH ; OHGD

BC * CN ; OHNG

BC * DO ; ONBO

BC * DA ; ONDC

BC * DB ; ONSS

BC * DC ; ONHN

BC * DD ; AOAB

BC * DE ; AOCE

BC * DS ; AOEH

BC * DG ; AOHA

BC * DH ; AAOD

BC * DN ; AABG

BC * EO ; AAEO

BC * EA ; AAGC

BC * EB ; AANS

BC * EC ; ABAN

BC * ED ; ABDB

BC * EE ; ABSE

BC * ES ; ABHH

BC * EG ; ACAA

BC * EH ; ACCD

BC * EN ; ACEG

BC * SO ; ACHO

BC * SA ; ADOC

BC * SB ; ADBS

BC * SC ; ADDN

BC * SD ; ADGB

BC * SE ; ADNE

BC * SS ; AEAH

BC * SG ; AEDA

BC * SH ; AESD

BC * SN ; AEHG

BC * GO ; ASAO

BC * GA ; ASCC

BC * GB ; ASES

BC * GC ; ASGN

BC * GD ; AGOB

BC * GE ; AGBE

BC * GS ; AGDH

BC * GG ; AGGA

BC * GH ; AGND

BC * GN ; AHAG

BC * HO ; AHDO

BC * HA ; AHSC

BC * HB ; AHHS

BC * HC ; ANON

BC * HD ; ANCB

BC * HE ; ANEE

BC * HS ; ANGH

BC * HG ; BOOA

BC * HH ; BOBD

BC * HN ; BODG

BC * NO ; BOGO

BC * NA ; BONC

BC * NB ; BAAS

BC * NC ; BACN

BC * ND ; BASB

BC * NE ; BAHE

BC * NS ; BBOH

BC * NG ; BBCA

BC * NH ; BBED

BD * OA ; OOBD

BD * OB ; OODH

BD * OC ; OOGB

BD * OD ; OONS

BD * OE ; OABO

BD * OS ; OADD

BD * OG ; OASH

BD * OH ; OANB

BD * ON ; OBAS

BD * AO ; OBDO

BD * AA ; OBSD

BD * AB ; OBHH

BD * AC ; OCAB

