AB * AG ; OBOD

AB * AH ; OBAS

AB * AN ; OBBH

AB * BO ; OBDO

AB * BA ; OBEB

AB * BB ; OBSD

AB * BC ; OBGS

AB * BD ; OBHH

AB * BE ; OCOO

AB * BS ; OCAB

AB * BG ; OCBD

AB * BH ; OCCS

AB * BN ; OCDH

AB * CO ; OCSO

AB * CA ; OCGB

AB * CB ; OCHD

AB * CC ; OCNS

AB * CD ; ODOH

AB * CE ; ODBO

AB * CS ; ODCB

AB * CG ; ODDD

AB * CH ; ODES

AB * CN ; ODSH

AB * DO ; ODHO

AB * DA ; ODNB

AB * DB ; OEOD

AB * DC ; OEAS

AB * DD ; OEBH

AB * DE ; OEDO

AB * DS ; OEEB

AB * DG ; OESD

AB * DH ; OEGS

AB * DN ; OEHH

AB * EO ; OSOO

AB * EA ; OSAB

AB * EB ; OSBD

AB * EC ; OSCS

AB * ED ; OSDH

AB * EE ; OSSO

AB * ES ; OSGB

AB * EG ; OSHD

AB * EH ; OSNS

AB * EN ; OGOH

AB * SO ; OGBO

AB * SA ; OGCB

AB * SB ; OGDD

AB * SC ; OGES

AB * SD ; OGSH

AB * SE ; OGHO

AB * SS ; OGNB

AB * SG ; OHOD

AB * SH ; OHAS

AB * SN ; OHBH

AB * GO ; OHDO

AB * GA ; OHEB

AB * GB ; OHSD

AB * GC ; OHGS

AB * GD ; OHHH

AB * GE ; ONOO

AB * GS ; ONAB

AB * GG ; ONBD

AB * GH ; ONCS

AB * GN ; ONDH

AB * HO ; ONSO

AB * HA ; ONGB

AB * HB ; ONHD

AB * HC ; ONNS

AB * HD ; AOOH

AB * HE ; AOBO

AB * HS ; AOCB

AB * HG ; AODD

AB * HH ; AOES

AB * HN ; AOSH

AB * NO ; AOHO

AB * NA ; AONB

AB * NB ; AAOD

AB * NC ; AAAS

AB * ND ; AABH

AB * NE ; AADO

AB * NS ; AAEB

AB * NG ; AASD

AB * NH ; AAGS

AC * OA ; OOAC

AC * OB ; OOBS

